Unnamed: 0,p,ratio,n,beta,pct,Graph,TTE,rep,Rand,Estimator,TTE_Estimate,Absolute_Bias,Bias_squared,Relative_Bias
32,0.5,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,SNIPE(1),2.4058358790652243,-13.3436745443168,178.0536503446482,-0.8472437673050793
33,0.5,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,Lin's,5.233508177317413,-10.516002246064613,110.58630323923596,-0.6677034373368428
34,0.5,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,DM,4.20385359699383,-11.545656826388196,133.30219155272437,-0.7330803635170331
0,0.1,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,Reg,17.944631510313002,2.1951210869309765,4.818556586289032,0.1393770998539775
1,0.1,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,VIM,16.082430072283767,0.3329196489017416,0.1108354926248589,0.0211384125570965
2,0.1,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,SNIPE(1),33.910895194923405,18.16138477154138,329.83589681997506,1.1531396394759446
3,0.1,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,Lin's,5.314053455634102,-10.435456967747925,108.89876212571868,-0.6625892924427189
4,0.1,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,DM,5.220594927404402,-10.528915495977625,110.85806152143772,-0.6685233517066151
5,0.15,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,Reg,22.029758817555948,6.280248394173922,39.44151989252413,0.398758324884191
6,0.15,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,VIM,20.56522858997004,4.815718166588015,23.19114146000583,0.3057693881987917
7,0.15,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,SNIPE(1),31.231978893088456,15.482468469706433,239.7068299154538,0.983044428271298
8,0.15,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,Lin's,5.633135061603317,-10.116375361778708,102.34105046040328,-0.6423295130977369
9,0.15,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,DM,5.668366507912012,-10.081143915470014,101.62946264441808,-0.6400925263367777
10,0.2,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,Reg,21.03623600050997,5.286725577127941,27.94946732785876,0.3356755502240353
11,0.2,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,VIM,19.095554735636515,3.34604431225449,11.196012539570622,0.2124538618855662
12,0.2,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,SNIPE(1),31.62279018702891,15.873279763646886,251.9610104550017,1.007858615089464
13,0.2,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,Lin's,5.42359949577863,-10.325910927603395,106.62443648479922,-0.6556337720995663
14,0.2,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,DM,5.298917361438164,-10.45059306194386,109.21489534634917,-0.6635503441699819
