Unnamed: 0,p,ratio,n,beta,rho,Graph,TTE,rep,Rand,Estimator,TTE_Estimate,Absolute_Bias,Bias_squared,Relative_Bias
11,0.2,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,VIM,17.226555014530557,5.28394025001824,27.920024565762823,0.4424441677311369
12,0.2,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,SNIPE(2),29.209436843761942,17.26682207924963,298.1431447164625,1.445815880334538
13,0.2,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,Lin's,3.9726274262138697,-7.969987338298448,63.52069817263757,-0.6673569813188147
14,0.2,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,DM,4.016486565698376,-7.926128198813942,62.82350822403354,-0.6636844908006717
15,0.25,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,Reg,13.51559254493973,1.5729777804274132,2.474259097718351,0.1317113388854795
16,0.25,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,VIM,12.938976106477265,0.9963613419649472,0.9927359237621908,0.0834290782723438
17,0.25,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,SNIPE(2),20.308919222045272,8.366304457532955,69.9950502761358,0.7005421025882516
18,0.25,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,Lin's,3.9278485969980577,-8.01476616751426,64.23647671993122,-0.6711064809132313
19,0.25,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,DM,3.963315088042384,-7.979299676469933,63.66922332691318,-0.6681367383783121
20,0.3,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,Reg,12.591093488211506,0.6484787236991885,0.4205246550905284,0.0542995597267487
21,0.3,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,VIM,12.42651116124823,0.4838963967359131,0.2341557227740002,0.0405184631906422
22,0.3,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,SNIPE(2),13.808046806275728,1.8654320417634107,3.479836702437608,0.1561996328732443
23,0.3,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,Lin's,3.930901026882838,-8.01171373762948,64.18755701372092,-0.6708508894916734
24,0.3,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,DM,3.913129733585902,-8.029485030926416,64.4726298618714,-0.6723389466422519
25,0.4,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,Reg,11.924054518790816,-0.0185602457215026,0.0003444827212425,-0.0015541191010074
26,0.4,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,VIM,12.218614767346114,0.276000002833797,0.0761760015642559,0.0231105171083585
27,0.4,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,SNIPE(2),7.2936556066071905,-4.648959157905127,21.612821251869946,-0.3892748154047125
28,0.4,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,Lin's,3.8494947471535457,-8.093120017358771,65.49859161537324,-0.6776673431188298
29,0.4,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,DM,3.3412542194895614,-8.601360545022755,73.98340322547415,-0.7202242318476054
30,0.5,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,Reg,9.558265822628428,-2.384348941883889,5.685119876662823,-0.1996504943765767
31,0.5,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,VIM,9.458802411978663,-2.4838123525336524,6.169323802598757,-0.2079789394123591
32,0.5,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,SNIPE(2),5.891882531974167,-6.050732232538151,36.61136054987611,-0.5066505410957409
33,0.5,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,Lin's,3.769996342099304,-8.172618422413013,66.79169187836456,-0.6843240432319803
34,0.5,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,DM,3.0725839710022798,-8.870030793510038,78.67744627781632,-0.7427210010882612
0,0.1,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,Reg,7.078068287109572,-4.864546477402746,23.66381243081146,-0.4073267515802174
1,0.1,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,VIM,6.8136632271305,-5.128951537381817,26.306143872811305,-0.429466380563709
2,0.1,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,SNIPE(2),10.509698865752442,-1.432915898759875,2.05324797291882,-0.1199834313518852
3,0.1,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,Lin's,4.076578333088684,-7.866036431423633,61.87452914048384,-0.6586527813655761
4,0.1,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,DM,3.970009787364584,-7.972604977147734,63.562430121640816,-0.6675761660535569
5,0.15,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,Reg,6.305325262237788,-5.6372895022745295,31.77903293245461,-0.4720314280776962
6,0.15,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,VIM,5.49412039998328,-6.448494364529037,41.58307956936275,-0.5399566587118634
7,0.15,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,SNIPE(2),11.964568470837332,0.0219537063250161,0.000481965221405,0.001838266305822
8,0.15,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,Lin's,3.9198640029018295,-8.022750761610489,64.36452978292168,-0.671775060973266
9,0.15,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,DM,3.924116206759459,-8.018498557752858,64.29631912068467,-0.6714190079696754
10,0.2,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,Reg,5.384905654497596,-6.557709110014721,43.00354877157006,-0.5491016196470697
11,0.2,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,VIM,4.250840730394741,-7.691774034117576,59.163387791925366,-0.644061136173781
12,0.2,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,SNIPE(2),16.28459401176203,4.341979247249714,18.8527837835472,0.3635702342297751
13,0.2,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,Lin's,3.930521108634529,-8.012093655877788,64.1936447505571,-0.6708827014738732
14,0.2,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,DM,3.8210592356419033,-8.121555528870413,65.95966420852558,-0.6800483553236393
15,0.25,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,Reg,6.332907392125796,-5.609707372386522,31.46881680380769,-0.4697218727222
16,0.25,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,VIM,5.293255173970905,-6.649359590541413,44.21398296432506,-0.5567758586921934
17,0.25,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,SNIPE(2),21.77082745135376,9.828212686841445,96.5937646177911,0.822953170694758
18,0.25,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,Lin's,3.931041067342397,-8.01157369716992,64.1853131051849,-0.6708391633778934
19,0.25,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,DM,4.227584938708425,-7.715029825803892,59.52168521304364,-0.6460084309785521
20,0.3,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,Reg,11.62102122615011,-0.3215935383622081,0.103422403916325,-0.0269282351230007
21,0.3,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,VIM,11.347386533222984,-0.5952282312893331,0.3542966473238278,-0.0498406959469264
22,0.3,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,SNIPE(2),22.04727864130541,10.104663876793094,102.10423206296724,0.8461014673955048
23,0.3,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,Lin's,3.8592783527086585,-8.083336411803659,65.34032754639085,-0.6768481250708539
24,0.3,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,DM,4.3277842050796735,-7.614830559432644,57.98564444886927,-0.6376183699787623
25,0.4,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,Reg,11.19008433710512,-0.7525304274071978,0.5663020441736598,-0.0630121997775022
26,0.4,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,VIM,11.298491765169093,-0.6441229993432245,0.4148944382829115,-0.053934838562929
27,0.4,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,SNIPE(2),19.214939954871756,7.272325190359435,52.8867136743364,0.6089391087091977
28,0.4,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,Lin's,3.844585205181902,-8.098029559330415,65.57808274378915,-0.678078437512181
29,0.4,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,DM,4.649972944623789,-7.292641819888528,53.18262471318707,-0.6106402964247609
30,0.5,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,Reg,12.74565408269352,0.8030393181812023,0.6448721465449303,0.0672414989527626
31,0.5,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,VIM,12.526786267846296,0.5841715033339785,0.3412563453074804,0.0489148745775384
32,0.5,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,SNIPE(2),16.528314068382727,4.58569930387041,21.02863810551756,0.3839778301730784
33,0.5,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,Lin's,3.7615289203868354,-8.181085844125482,66.93016558895035,-0.6850330522621996
34,0.5,2,10000,2,1,10000-0,11.942614764512316,5,Bernoulli,DM,4.650642699084797,-7.291972065427521,53.1728566029753,-0.6105842153676211
0,0.1,2,10000,2,1,10000-0,11.942614764512316,6,Bernoulli,Reg,19.494238154876832,7.551623390364515,57.027015829900456,0.6323257962573064
1,0.1,2,10000,2,1,10000-0,11.942614764512316,6,Bernoulli,VIM,19.29723084900801,7.354616084495689,54.090377750322695,0.61582963442395
2,0.1,2,10000,2,1,10000-0,11.942614764512316,6,Bernoulli,SNIPE(2),25.900623656643894,13.95800889213158,194.82601223282427,1.1687565216964078
